,Kodu/Barkodu,F. Kodu,‹r¸n Ad˝,Mevcut,Fiyat˝,Tutar˝,T¸r¸,Kdv,A.Fiyat˝,A.Tutar˝,Maliyeti,2.Fiyat˝,Top. Giri˛,Top. «˝k˝˛,S.Gir. Tarihi,S.«˝k. Tarihi,Grub No,G.Kdv
,8692382110303,             ,L›L›Y32L› TUVALETKA–IDI       ,-44,8.5,-374,Adet,F,7.95,-349.8,7.95,8.5,,34,          ,18.07.2011,6,18
,8690504063209,             ,DANKEK BATON MOZA›K 260 GR    ,-16,1.9,-30.4,Adet,B,1.6,-25.6,1.6,1.9,,,          ,19.12.2010,6,8
,5011546177687,5011546477640,CAPPUC›NO VAN›LLA NESCAFE     ,0,0.65,0,Adet,B,0.37,0,0.37,0.65,,,          ,          ,3,8
,8697402320106,             ,NATUREL KAHVE                 ,-11,1,-11,Adet,A,0.85,-9.35,0.85,1,,,          ,27.08.2010,1,1
,8690639001299,             ,L›PTON 100 DEML›K POﬁET       ,-62,15,-930,Adet,B,13.82,-856.84,13.82,15,,59,          ,07.03.2016,36,8
,8690637047237,             ,L›PTON 100L‹ DEML›K POﬁET     ,1,8.5,8.5,Adet,B,8,8,8,8.5,,,          ,19.07.2010,1,8
,8690327610062,             ,FR›DA MEYVEL› SODA 6LI        ,0,2.5,0,Adet,A,2.25,0,2.25,2.5,,,          ,19.01.2010,1,1
,8693855001135,8693855001135,FREﬁA MEYVEL› SODA V›ﬁNE 6 LI ,-3,3.9,-11.7,Adet,B,3.45,-10.35,3.45,3.9,,3,          ,08.12.2017,1,8
,8690506429331,             ,DURU SAF SABUN 4L‹            ,-160,3.99,-638.4,Adet,F,3.6,-576,3.6,3.99,,123,          ,28.04.2018,52,18
,3,             ,YUMURTA ›R›                   ,-295043,0.5,-147521.5,Adet,B,0.39,-115066.77,0.39,0.5,,252.932,          ,16.07.2018,2,8
,8690632050188,             ,NESTLE CLASSIC «. BATON 80 GR ,-57,2.25,-128.25,Adet,C,1.64,-93.48,1.64,2.25,,47,          ,23.12.2016,3,8
,8690632032283,             ,NESTLE CLASSIC «›KOLATA 40 G86,-37,1.45,-53.65,Adet,C,1.19,-44.03,1.19,1.45,,27,          ,18.04.2017,3,8
,8690770322215,             ,PAKMAYA KURU MAYA 100 GR      ,-819,1.75,-1433.25,Adet,B,1.4,-1146.6,1.4,1.75,,716,          ,07.05.2018,1,8
,8690526097725,             ,ET› «›K.ANTEPL› 35 GR         ,-70,2,-140,Adet,C,1.59,-111.3,1.59,2,,69,          ,02.05.2018,8,8
,8690632050218,             ,NESTLE DAMAK ANTEP FIS. 40 GR ,-38,2.25,-85.5,Adet,C,1.84,-69.92,1.84,2.25,,31,          ,01.04.2017,46,8
,8690524055635,             ,FALIM KARIﬁIK MEYVEL› 5 L›    ,-156,0.75,-117,Adet,C,0.38,-59.28,0.38,0.75,,133,          ,08.03.2018,1,8
,8690515597809,             ,FALIM 5L›                     ,-85,0.4,-34,Adet,A,0.25,-21.25,0.25,0.4,,60,          ,21.05.2014,1,1
,8690524055130,8690524055123,FALIM NANEL› 5 L›             ,-258,0.75,-193.5,Adet,C,0.38,-98.04,0.38,0.75,,221,          ,19.02.2018,33,8
,8690632080161,             ,NESTLE TAM FISTIKLI CLS.80G.  ,-6,2,-12,Adet,C,1.6,-9.6,1.6,2,,,          ,11.05.2010,3,8
,8690632050232,             ,NESTLE DAMAK ANTEP FIS. 80 GR ,-56,4.25,-238,Adet,C,3.65,-204.4,3.65,4.25,,50,          ,02.10.2017,3,8
,8697420040109,             ,CEP S›RKE RUHU                ,-28,0.75,-21,Adet,B,0.38,-10.64,0.38,0.75,,17,          ,31.07.2012,20,8
,8697460562777,             ,HEYBE SALAMURA YAPRAK869746056,-1,2.5,-2.5,Adet,B,2,-2,2,2.5,,,          ,14.02.2010,1,8
,8690524155335,8690524155328,FALIM IﬁIL  5 L›              ,-476,0.75,-357,Adet,C,0.38,-180.88,0.38,0.75,,418,          ,11.07.2018,1,8
,8690526093734,8690526693736,BROWN› GOLD KAKOLU 40 GR      ,-801,0.5,-400.5,Adet,B,0.4,-320.4,0.4,0.5,,674,          ,14.07.2018,8,8
,8690524055031,8690524055024,FALIM DAMLA SAKIZI 5 L›       ,-986,0.75,-739.5,Adet,C,0.38,-374.68,0.38,0.75,,784,          ,07.06.2018,3,8
,8696150144019,8696150344020,NAZO L›MON                    ,-1754,0.5,-877,Adet,B,0.35,-613.9,0.35,0.5,,1.479,          ,30.04.2016,1,8
,8690526084046,             ,P›ZZA ET› KRAKER TUZLU.«EﬁN›L›,-8,0.3,-2.4,Adet,B,0.23,-1.84,0.23,0.3,,,          ,24.05.2010,8,8
,7622300085865,             ,TANG V›ﬁNE 30 GR              ,-230,0.5,-115,Adet,B,0.38,-87.4,0.38,0.5,,121,          ,02.07.2012,42,8
,8697415742018,             ,FRESH AL‹M›NYUM FOLYO 10 MT   ,-228,2.75,-627,Adet,F,2.25,-513,2.25,2.75,,204,          ,23.01.2018,1,18
,8690504066408,8690504866428,PEK› KARAMELL› PASTA  35 GR   ,0,0.35,0,Adet,B,0.25,0,0.25,0.35,,,          ,          ,6,8
,8690504066101,8690504866121,PEK› FINDIK KREMALI  35 GR    ,-3,0.35,-1.05,Adet,B,0.25,-0.75,0.25,0.35,,,          ,30.04.2010,6,8
,8697415741011,             ,STRE« F›LM TAM 10METRE        ,-141,1.75,-246.75,Adet,B,1.25,-176.25,1.25,1.75,,128,          ,24.10.2017,60,8
,8690526097145,             ,SOHO ET›                      ,-4,0.5,-2,Adet,C,0.39,-1.56,0.39,0.5,,4,          ,28.11.2012,8,8
,8690526087306,             ,ET› WANTED 40 GR              ,-365,0.5,-182.5,Adet,B,0.39,-142.35,0.39,0.5,,347,          ,16.07.2018,8,8
,8690661077583,             ,GESAﬁ RE«EL 2KG               ,-1,8.95,-8.95,Adet,A,7.95,-7.95,7.95,8.95,,,          ,26.02.2010,1,1
,8691132025416,             ,›PEK V‹CUT ﬁANPU              ,-1,2.5,-2.5,Adet,F,1.75,-1.75,1.75,2.5,,,          ,04.03.2010,51,18
,8697916000426,             ,DERMOKIL ﬁAMPUAN              ,0,4.5,0,Adet,A,4,0,4,4.5,,,          ,          ,1,1
,8697916000488,             ,DERMOKIL ﬁAMPUAN              ,0,4.5,0,Adet,A,4,0,4,4.5,,,          ,          ,1,1
,8690504061250,             ,‹LKER DANKEK D›L›M VEYVEL› 35G,-36,0.25,-9,Adet,B,0.23,-8.28,0.23,0.25,,9,          ,10.06.2011,6,8
,8690504131915,131901,B›ANKO CREAM GOFR ‹LKER       ,-3,0.25,-0.75,Adet,B,0.2,-0.6,0.2,0.25,,,          ,14.03.2010,6,8
,8690504030416,             ,«OKOMEL «ITIR P›R›N«L›        ,-32,0.25,-8,Adet,B,0.2,-6.4,0.2,0.25,,,          ,12.04.2010,6,8
,8690504011606,6869050401160,ALTINBAﬁAK LIGHT B›SK‹V› 46 GR,-668,0.5,-334,Adet,B,0.39,-260.52,0.39,0.5,,616,          ,12.09.2017,6,8
,8690504009825,6869050400982,«›Z› SUSAMLI 4 L‹ PAKET       ,-133,1.5,-199.5,Adet,B,1.25,-166.25,1.25,1.5,,28,          ,20.03.2011,6,8
,8697475820022,             ,KAVAVCIK MANGAL K÷M‹R‹ 2KG    ,-7,3.95,-27.65,Adet,D,3,-21,3,3.95,,7,          ,23.08.2013,1,18
,8696781100156,             ,EGE TUZ ›R› SALAMURA TUZU     ,-22,1.5,-33,Adet,D,0.75,-16.5,0.75,1.5,,4,          ,12.05.2012,3,18
,8690101112010,8690101112027,SAMSUN UZUN                   ,-361,6.2,-2238.2,Adet,G,5.85,-2111.85,5.85,6.2,,150,          ,25.10.2011,15,0
,8697530912082,             ,V›CEROY KISA BOX              ,-393,5.5,-2161.5,Adet,G,4.24,-1666.32,4.24,5.5,,211,          ,07.03.2012,19,0
,8697530912051,             ,V›CEROY UZUN                  ,-738,5.5,-4059,Adet,G,5,-3690,5,5.5,,429,          ,23.03.2012,17,0
,86912495,8691693002017,LM UZUN KIRMIZI               ,-369,6.5,-2398.5,Adet,G,6,-2214,6,6.5,,241,          ,26.10.2011,17,0
,8690565100622,153102256,PINAR «OCUK DEVAM S‹T‹ 500 ML ,-384,2.25,-864,Adet,B,2,-768,2,2.25,,311,          ,14.10.2013,33,1
,8699316580010,             ,B˝LD˝RC˝N YUMURTAS˝           ,-6,3,-18,Adet,B,2,-12,2,3,,,          ,06.04.2010,1,8
,8690504270201,             ,‹LKER KELLOGGS COCO POPS      ,-8,0.25,-2,Adet,C,0.21,-1.68,0.21,0.25,,,          ,26.03.2010,6,8
,8690566100188,             ,ONA AY«›«EK YA–I 5LT          ,-5,12.75,-63.75,Adet,B,12,-60,12,12.75,,,          ,06.03.2010,1,8
,86900201,869055801435,D›MES 200 ML ﬁEFTAL›          ,-6154,0.75,-4615.5,Adet,B,0.52,-3200.08,0.52,0.75,,5.2,          ,13.07.2018,3,8
,8690504009207,6869050400920,«›Z› PEYN›RL› 70 GR           ,-675,0.75,-506.25,Adet,B,0.6,-405,0.6,0.75,,616,          ,06.07.2018,6,8
,8690504086710,             ,‹LK.CANPARE 4L‹               ,-12,2.5,-30,Adet,B,2,-24,2,2.5,,,          ,10.10.2010,6,8
,8690637003011,             ,SANA KASE 250 GR EKMEK‹ST‹    ,-873,2.65,-2313.45,Adet,B,2.3,-2007.9,2.3,2.65,,674,          ,14.12.2017,1,8
,8690637530524,             ,OMO MAT›K 10 KG KONSANTRE     ,-22,45,-990,Adet,F,42.5,-935,42.5,45,,18,          ,12.04.2018,12,18
,8690526094045,869052619404,ET› P›ZZA KRAKER 160 GR8690504,-196,1,-196,Adet,B,0.8,-156.8,0.8,1,,150,          ,28.02.2017,8,8
,8690504017417,             ,KR›SP› SUSAMLI «UBUK 50 GR ‹LK,0,0.4,0,Adet,B,0.32,0,0.32,0.4,,,          ,          ,6,8
,8690504056027,             ,BALIK KRAKER 100 GR ‹LKER     ,-24,0.6,-14.4,Adet,B,0.4,-9.6,0.4,0.6,,11,          ,22.06.2011,6,8
,8690504261902,             ,M-Y YAGSIZ «UBUK KRAKER       ,0,0.35,0,Adet,B,0.28,0,0.28,0.35,,,          ,          ,6,8
,8690533094069,869053319406,SUSAMLI «UBUK  50 GR ET›      ,-85,0.4,-34,Adet,B,0.31,-26.35,0.31,0.4,,31,          ,08.09.2011,8,8
,8690504015239,             ,KR›SP› PEYN›RL› «UBUK 50 GR ‹L,-157,0.5,-78.5,Adet,B,0.4,-62.8,0.4,0.4,,157,          ,18.05.2018,6,8
,8690533074238,869053317423,CRAX BAHARATLI «UBUK 50 GR8690,-484,0.5,-242,Adet,B,0.4,-193.6,0.4,0.5,,424,          ,09.08.2017,8,8
,8690504108504,6869050410850,KR›SP› «UBUK KRAKER ACILI     ,-106,0.5,-53,Adet,B,0.39,-41.34,0.39,0.5,,94,          ,10.07.2018,6,8
,8690504014522,             ,‹LKER B›ST›K FINDIKLI 48 GR   ,-19,1.25,-23.75,Adet,B,0.97,-18.43,0.97,1.25,,,          ,16.09.2010,6,8
,8690504009238,             ,«›Z› V›« PEYN›RL› B›S. 90 GR  ,-410,1,-410,Adet,B,0.8,-328,0.8,1,,358,          ,14.07.2018,6,8
,8690504015246,             ,‹LKER KR›SP› PEYN›R «BK 150 GR,-61,1.25,-76.25,Adet,B,0.96,-58.56,0.96,1.25,,53,          ,26.12.2015,6,8
,8690504107903,             ,›KRAM CEV›ZL› 100 GR ‹LKER    ,-36,0.75,-27,Adet,B,0.6,-21.6,0.6,0.75,,33,          ,15.04.2012,6,8
,8690504010203,869050491020,›KRAM FINDIK KREMALI 100 GR   ,-379,1.25,-473.75,Adet,B,1,-379,1,1.25,,362,          ,14.07.2018,6,8
,8690526094038,             ,BALIK KRAKER 160 GR           ,-309,1,-309,Adet,B,0.8,-247.2,0.8,1,,257,          ,23.04.2018,8,8
,8690504017608,6869050401761,‹LKER SUSAMLI «UBUK 150 G     ,-47,1.25,-58.75,Adet,B,1,-47,1,1.25,,34,          ,09.10.2014,6,8
,8690533084015,8690533084015,CRAX ET› SADE «UBUK 150 GR    ,-142,1,-142,Adet,B,0.8,-113.6,0.8,1,,104,          ,27.06.2014,8,8
,86920117,869052629312,PUF H›ND›STAN CEV›ZL› ET›     ,-2029,0.25,-507.25,Adet,B,0.16,-324.64,0.16,0.25,,1.661,          ,14.07.2018,8,8
,8690515599469,             ,KENT JEL›BON VAMP›R 30 GR     ,-6,0.5,-3,Adet,B,0.4,-2.4,0.4,0.5,,,          ,06.06.2010,32,8
,8690533064147,869053316414,CRAX PEYN›RL› «UBUK ET› 50 GR ,-229,0.5,-114.5,Adet,B,0.4,-91.6,0.4,0.5,,199,          ,05.10.2017,8,8
,8690504063308,6869050406330,DANKEK BATON KAKAOLU 260 GR   ,-30,2,-60,Adet,B,1.66,-49.8,1.66,2,,16,          ,14.09.2011,6,8
,8690504063407,6869050406340,DANKEK BATON MEYVEL› 260 GR   ,-11,2.2,-24.2,Adet,B,1.75,-19.25,1.75,2.2,,5,          ,17.06.2011,6,8
,8690504170037,             ,‹LKER GALLERY ﬁEKER           ,-30,3.5,-105,Adet,A,2.9,-87,2.9,3.5,,18,          ,05.11.2011,6,1
,8690504170075,             ,GALERY ULKER BONBON SEKER     ,-5,8.5,-42.5,Adet,C,7.5,-37.5,7.5,8.5,,,          ,06.09.2010,4,8
,8690515598868,             ,KENT JEL›BON GOLC‹ 30 GR869051,-4,0.5,-2,Adet,B,0.38,-1.52,0.38,0.5,,,          ,08.06.2010,32,8
,8690515142115,             ,JEL›BON PUFFY8690515598387    ,0,0.5,0,Adet,B,0.23,0,0.23,0.5,,,          ,          ,18,8
,8690536010363,             ,TENO ULTRA 32.L›              ,-4,8.75,-35,Adet,A,8,-32,8,8.75,,,          ,19.03.2010,1,1
,8697430885479,             ,ARBELLA BURGU 500 GR MAKARNA  ,-2134,1.45,-3094.3,Adet,B,1.24,-2646.16,1.24,1.45,,1.844,          ,27.06.2018,26,8
,8697430885400,             ,ARBELLA D›RSEK.               ,-912,1.25,-1140,Adet,B,1.06,-966.72,1.06,1.25,,857,          ,16.11.2017,26,8
,8690504061359,             ,DANKEK D›L›ML› MOZ.           ,-64,0.25,-16,Adet,B,0.19,-12.16,0.19,0.25,,13,          ,11.02.2011,2,8
,8696368201245,             ,DAN›NO ORMAN MEYVEL› 320 GR   ,0,2.8,0,Adet,B,2.34,0,2.34,2.8,,,          ,19.01.2010,36,8
,8690579003339,869057933104,F›L›Z MAKARNA SPAGETT› 500 GR ,-2460,1.6,-3936,Adet,B,1.3,-3198,1.3,1.6,,2.175,          ,13.07.2018,26,8
,8690558010013,869058801443,D›MES 1 LT KAYISI             ,-1194,2.65,-3164.1,Adet,B,2.37,-2829.78,2.37,2.65,,1.016,          ,06.07.2018,28,8
,8697430885592,             ,ARBELLA ER›ﬁTE 500GR          ,-432,1.25,-540,Adet,B,1.06,-457.92,1.06,1.25,,382,          ,15.05.2018,26,8
,8697430885448,             ,ARBELLA Y‹KS‹K 500 GR         ,-867,1.45,-1257.15,Adet,B,1.24,-1075.08,1.24,1.45,,793,          ,04.07.2018,26,8
,8697430885530,             ,ARBELLA TEL ﬁEHR›YE 500 GR    ,-1256,1.25,-1570,Adet,B,1.06,-1331.36,1.06,1.25,,1.126,          ,11.05.2018,26,8
,8690577411259,2076,S÷KE  PUD›NG «Eﬁ›TLER›        ,-10,0.75,-7.5,Adet,B,0.63,-6.3,0.63,0.75,,,          ,10.07.2010,1,8
,8690504010227,             ,‹LKER ›KRAM 4.L‹ PAKET        ,-21,3.25,-68.25,Adet,B,2.7,-56.7,2.7,3.25,,10,          ,20.02.2013,6,8
,8692900806015,806,V›K›NG «AM.YUM.6000 GR.«›«EKBA,-62,9.5,-589,Adet,F,8.75,-542.5,8.75,9.5,,58,          ,08.05.2017,76,18
,8692900809016,             ,V›K›NG «AMAﬁ˝R YUMUﬁAT˝C˝ EGZO,-74,8.75,-647.5,Adet,F,7.75,-573.5,7.75,8.5,,55,          ,13.11.2014,12,18
,8692900820011,820,V›K›NG «AM.YUM.6000 GR.SENS›T›,-327,11.5,-3760.5,Adet,F,10.25,-3351.75,10.25,11.5,,289,          ,14.07.2018,76,18
,8692900804011,804,V›K›NG «AM.YUM.5L GR.AﬁKBAH«  ,-113,10.5,-1186.5,Adet,F,9.25,-1045.25,9.25,10.5,,104,          ,21.04.2018,76,18
,8697407650437,             ,ELBEBEK MAX› 7-18             ,-6,12,-72,Adet,F,10.5,-63,10.5,12,,4,          ,20.11.2015,45,18
,8697415748553,             ,DOLPH›N FIRIN TORBASI         ,-302,1.65,-498.3,Adet,A,1.2,-362.4,1.2,1.65,,284,          ,10.07.2018,1,1
,8696368231181,             ,DANETTE «›LENKL›              ,-109,1,-109,Adet,B,0.79,-86.11,0.79,1,,72,          ,21.01.2012,23,8
,8696368232157,             ,DANETTE MUZ AROMALI PUDING    ,-221,1,-221,Adet,B,0.79,-174.59,0.79,1,,111,          ,18.09.2012,3,8
,8698980920382,             ,SARIKIZ MEYV.ELMALI 6.LI      ,-1,2.5,-2.5,Adet,B,2,-2,2,2.5,,,          ,07.03.2010,2,8
,8690146685913,8690146885917,ROCCO MAYHOﬁ                  ,-4,0.5,-2,Adet,B,0.4,-1.6,0.4,0.5,,,          ,13.08.2010,72,8
,8697426250359,             ,OSKAR P›ﬁMAN›YE 240 GR        ,-10,1.75,-17.5,Adet,B,1.5,-15,1.5,1.75,,10,          ,27.02.2011,2,8
,8691132221276,             ,›PEK MENEKﬁE ÷Z‹              ,-15,2.65,-39.75,Adet,F,2.15,-32.25,2.15,2.65,,,          ,16.08.2010,51,18
,8690698032210,             ,UNO TAM BUGDAY                ,0,1.9,0,Adet,A,1.58,0,1.58,1.9,,,          ,          ,1,1
,8690698040215,             ,UNO GELENEKSEL ESMER          ,-1,2.25,-2.25,Adet,A,1.87,-1.87,1.87,2.25,,,          ,14.02.2010,80,1
,8690698500665,             ,UNO HAMBURGER EKME–›  4 L‹    ,0,1,0,Adet,A,0.84,0,0.84,1,,,          ,24.01.2010,1,1
,2700072000000,             ,T›RE SUCU–U                   ,-15405,21,-323.51,Kilo,B,18,-277.29,18,21,,,          ,25.07.2010,1,8
,2700073000000,             ,TAH›N A«IK                    ,-876930,16,-14030.88,Kilo,B,11.5,-10084.7,11.5,16,,819.64,          ,14.06.2018,2,8
,2700074000000,             ,SUCUK AFYON                   ,-2770,15,-41.55,Kilo,B,13,-36.01,13,15,,,          ,03.04.2010,2,8
,2700075000000,             ,PEKMEZ A«IK                   ,-270460,10,-2704.6,Kilo,B,7.75,-2096.07,7.75,10,,267.93,          ,13.06.2018,2,8
,8697430885493,             ,ARBELLA MAK SPAGETT› 500 GR   ,-1658,1.45,-2404.1,Adet,B,1.24,-2055.92,1.24,1.45,,1.558,          ,28.06.2018,26,8
,8697430885523,             ,ARBELLA ARPA ﬁHRYE 500 GR     ,-2097,1.45,-3040.65,Adet,B,1.06,-2222.82,1.06,1.25,,1.788,          ,26.05.2018,26,8
,8691375644610,8691375644634,B›Z›M ET SUYU    9+3 TABLET   ,-130,2.5,-325,Adet,B,2.15,-279.5,2.15,2.5,,75,          ,24.06.2017,6,8
,8691520102217,8691520102217,«›FTL›K SOS›S 500 GR.         ,-141,4,-564,Adet,B,3.45,-486.45,3.45,4,,5,          ,25.03.2011,2,8
,8690518012200,             ,TAMTAD SULTAN› (OKRA) 800 GR86,-136,5.75,-782,Adet,D,4.97,-675.92,4.97,5.75,,128,          ,20.06.2016,1,18
,8697430885639,             ,ARBELLA M›DYE                 ,-131,0.8,-104.8,Adet,A,0.69,-90.39,0.69,0.75,,55,          ,23.03.2012,26,1
,8697430885424,             ,ARBELLA KELEBEK MAK. 500 GR   ,-886,1.25,-1107.5,Adet,B,1.06,-939.16,1.06,1.25,,721,          ,16.10.2017,26,8
,8697430885462,             ,ARBELLA KALIN KESME 500 GR    ,-340,1.25,-425,Adet,B,1,-340,1,1.25,,278,          ,09.11.2016,26,8
,8697430885486,             ,ARBELLA F›YONK 500 GR MAKARNA ,-2163,1.45,-3136.35,Adet,B,1.24,-2682.12,1.24,1.45,,1.954,          ,10.07.2018,26,8
,8697430885455,             ,ARBELLA MANTI MAKARNA 500 GR  ,-379,1.45,-549.55,Adet,B,1.24,-469.96,1.24,1.45,,352,          ,04.07.2018,26,8
,8697430885431,             ,ARBELLA KALEM KESME 500 GR8697,-298,1.25,-372.5,Adet,B,1.06,-315.88,1.06,1.25,,222,          ,01.07.2017,26,8
,8697430885516,             ,ARBELLA MAK.›NCE KESME 500 GR ,-893,1.45,-1294.85,Adet,B,1.24,-1107.32,1.24,1.45,,822,          ,03.07.2018,26,8
,8691130002143,             ,Y÷RSAN LIGHT PEYN›R KUTU 500GR,-4,5.95,-23.8,Adet,B,5.35,-21.4,5.35,5.95,,,          ,12.06.2010,9,8
,8691130000842,             ,Y÷RSAN KAYMAK 200/GR          ,-142,7.95,-1128.9,Adet,B,7,-994,7,7.95,,125,          ,10.10.2014,9,8
,8691130002051,             ,YORSAN BEYAZ PEYN›R 250 G     ,-8,4.2,-33.6,Adet,B,3.5,-28,3.5,4.2,,1,          ,04.07.2011,9,8
,8690555730822,             ,BANAT CAM BEZ›                ,-20,1.95,-39,Adet,A,1.75,-35,1.75,1.95,,3,          ,07.02.2011,1,1
,8690605670016,             ,SESU AGDA TURUNCU ILIK        ,-173,3.5,-605.5,Adet,F,3.19,-551.87,3.19,3.5,,145,          ,17.03.2018,61,18
,8691477400145,             ,CR›TOS PEYN›RL› B‹Y‹K BOY     ,-30,2.5,-75,Adet,B,2.15,-64.5,2.15,2,,16,          ,22.10.2015,15,8
,8696368201221,             ,DAN›NO «›LEKL› 320 GR869636820,0,2.8,0,Adet,B,2.34,0,2.34,2.8,,,          ,09.02.2010,36,8
,8697444041205,             ,STARL›«E «›LEK RE«EL›160      ,-20,1.9,-38,Adet,B,1.6,-32,1.6,1.9,,5,          ,19.02.2011,29,8
,86902625,             ,NESTLE KAKAOLU S‹T 1/5        ,-1080,1,-1080,Adet,B,0.67,-723.6,0.67,1,,795,          ,22.06.2015,25,8
,2815396000000,             ,AYTA« MAGAL SUCUK             ,0,25,0,Kilo,A,21.25,0,21.25,25,,,          ,          ,1,1
,8690504133131,             ,ALPELLA OLE H›ND›STAN CEV.«›K.,-4,1,-4,Adet,C,0.73,-2.92,0.73,1,,,          ,23.08.2010,6,8
,8690504133117,             ,ALPELLA OLE PORTAKALLI        ,0,1,0,Adet,B,0.8,0,0.8,1,,,          ,29.01.2010,1,8
,8697428239376,             ,ELBEBEK 20L›                  ,-9,3.75,-33.75,Adet,A,3,-27,3,3.75,,1,          ,09.01.2011,1,0
,8690629253004,             ,DR OETKER PASTA KREMASI VAN›L›,-87,3.75,-326.25,Adet,B,3.25,-282.75,3.25,3.75,,72,          ,19.03.2018,38,8
,4015400125952,             ,ORK›D ULTRA COMFORT GECE      ,-58,3.2,-185.6,Adet,F,2.6,-150.8,2.6,3.2,,32,          ,05.12.2011,1,18
,40084725,             ,K›NDER S‹T D›L›M› 28 GR.      ,-1716,1.35,-2316.6,Adet,B,1.1,-1887.6,1.1,1.35,,1.421,          ,09.08.2017,13,8
,8690629251093,             ,DR. OETKER «›KOLATALI SOS     ,-775,2.65,-2053.75,Adet,B,2.23,-1728.25,2.23,2.65,,689,          ,14.07.2018,38,8
,4015400041429,401540004141,ORK›D ULTRA 10 LU             ,-215,3.5,-752.5,Adet,F,2.65,-569.75,2.65,3.5,,192,          ,27.09.2017,1,18
,4015400258605,             ,ORK›D MAX› DEO FRESH 10 ADET  ,-5,2.5,-12.5,Adet,F,1.8,-9,1.8,2.5,,,          ,25.10.2010,49,18
,8690555780056,             ,BANAT OVMA TEL›               ,-33,1.25,-41.25,Adet,A,1,-33,1,1.25,,1,          ,23.07.2015,1,1
,8690527020388,             ,PINAR DOYUM SUCUK 280 GR      ,-253,5.95,-1505.35,Adet,L,5.25,-1328.25,5.25,5.95,,136,          ,11.02.2016,1,8
,4015400339014,             ,P›R›MA AKT›F BEBEK 11/ 25     ,-36,11.5,-414,Adet,F,10.3,-370.8,10.3,11.75,,,          ,24.10.2010,12,18
,8690536343508,             ,B.S›L MUTFAK 500ML869053634350,-17,3.75,-63.75,Adet,F,3.11,-52.87,3.11,3.75,,,          ,02.08.2010,1,18
,8690536802944,             ,MOLF›X 9*20 DEV PAKET         ,0,23.5,0,Adet,F,21.5,0,21.5,23.5,,,          ,31.01.2010,60,18
,8690536802968,             ,M÷LF›X 11*25 DEV PAKET        ,-2,23.75,-47.5,Adet,F,19.5,-39,19.5,23.75,,,          ,24.04.2010,60,18
,8690536011193,             ,FAM›L›A HAVLU 3L‹             ,-262,5.5,-1441,Adet,F,5,-1310,5,5.5,,211,          ,05.07.2018,60,18
,8690705002205,             ,PASTELLA ASORTI SARAY869070500,-55,1,-55,Adet,C,0.75,-41.25,0.75,1,,,          ,18.10.2010,4,8
,7622300298975,             ,«EREZOS                       ,-8,1,-8,Adet,B,0.8,-6.4,0.8,1,,,          ,02.03.2010,1,8
,7622300166830,             ,C›PSO TIRTIKLI 170 GR         ,-9,2,-18,Adet,C,1.6,-14.4,1.6,2,,5,          ,03.02.2012,4,8
,7622300372590,             ,«EREZOS KET«AP «EﬁN›L›        ,0,1,0,Adet,B,0.8,0,0.8,1,,,          ,27.01.2010,1,8
,8691477100045,             ,C›PSO SADE TIRTIKLI           ,-37,2.5,-92.5,Adet,B,2,-74,2,2.5,,25,          ,20.01.2016,4,8
,8691477100243,             ,C›PSO KET«APLI S‹PER BOY      ,-24,2.5,-60,Adet,B,2,-48,2,2,,16,          ,02.01.2016,4,8
,7622300378547,             ,C›PSO SADE PATATES C›PS›      ,-3,1.75,-5.25,Adet,B,1.4,-4.2,1.4,1.75,,,          ,09.04.2010,4,8
,8691477100038,             ,C›PSO TIRTIKLI A›LE BOY       ,-42,1,-42,Adet,B,0.8,-33.6,0.8,1,,10,          ,28.09.2013,4,8
,8691477100137,             ,C›PSO BAHARATLI A›LE BOY      ,-2,1.25,-2.5,Adet,B,1,-2,1,1.25,,,          ,15.05.2010,4,8
,8691477100236,             ,C›PSO KET«APLI 100G           ,-26,1,-26,Adet,B,0.8,-20.8,0.8,1,,14,          ,02.11.2015,4,8
,8690504557524,             ,‹LKER GOGLY                   ,-36,0.95,-34.2,Adet,B,0.63,-22.68,0.63,0.95,,1,          ,20.02.2011,1,8
,8697477050069,             ,YAVUZ PEYN›R TATLISI          ,-134,2.95,-395.3,Adet,A,2.5,-335,2.5,2.95,,67,          ,11.12.2011,1,1
,8699316230601,             ,M›RAY ˝SLAK HAVLU ANT›BAC     ,-59,1.5,-88.5,Adet,F,1.4,-82.6,1.4,1.5,,18,          ,04.06.2013,12,18
,5449000003102,             ,FANTA KUTU 330 ML             ,-19,1.75,-33.25,Adet,C,1.15,-21.85,1.15,1.75,,17,          ,16.05.2015,10,8
,8697426410104,             ,KATMER UN 10KG                ,-14,11,-154,Adet,B,9.6,-134.4,9.6,11,,11,          ,08.10.2011,1,8
,8690506396015,             ,ARKO C›TRUS TRAﬁ KOLANYASI    ,-17,6.25,-106.25,Adet,F,3.7,-62.9,3.7,6.25,,13,          ,30.05.2017,52,18
,8690890001700,             ,SELVA ISPANAKLI MANTI         ,-14,1.75,-24.5,Adet,A,1.35,-18.9,1.35,1.75,,,          ,15.11.2010,1,1
,8690555750219,             ,BANAT REZERVUAR BLOK          ,-28,2.75,-77,Adet,F,2.25,-63,2.25,2.75,,7,          ,25.07.2015,3,18
,8690705021008,100.02,ELDENELE KAKAO GOF.190 GR.    ,-16,1,-16,Adet,B,0.83,-13.28,0.83,1,,,          ,21.03.2010,76,8
